GPS_Time,Device_Time,Longitude,Latitude,GPS_Speed_(Meters/second),Horizontal_Dilution_of_Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),0-100kph_Time(s),0-100mph_Time(s),0-200kph_Time(s),0-30mph_Time(s),0-60mph_Time(s),1/4_mile_time(s),1/8_mile_time(s),100-0kph_Time(s),100-200kph_Time(s),40-60mph_Time(s),60-0mph_Time(s),60-120mph_Time(s),60-130mph_Time(s),60-80mph_Time(s),80-100mph_Time(s),80-120kph_Time(s),Absolute_Throttle_Position_B(%),Acceleration_Sensor(Total)(g),Acceleration_Sensor(X_axis)(g),Acceleration_Sensor(Y_axis)(g),Acceleration_Sensor(Z_axis)(g),Accelerator_PedalPosition_D(%),Accelerator_PedalPosition_E(%),Actual_engine_%_torque(%),Air_Fuel_Ratio(Commanded)(:1),Air_Fuel_Ratio(Measured)(:1),Ambient_air_temp(°C),Android_device_Battery_Level(%),Barometer_(on_Android_device)(mb),Barometric_pressure_(from_vehicle)(psi),Commanded_Equivalence_Ratio(lambda),Cost_per_mile/km_(Instant)(R$/km),Cost_per_mile/km_(Trip)(R$/km),CO2_in_g/km_(Average)(g/km),CO2_in_g/km_(Instantaneous)(g/km),Distance_to_empty_(Estimated)(km),Distance_travelled_since_codes_cleared(km),Distance_travelled_with_MIL/CEL_lit(km),DPF_Bank_1_Delta_Pressure(psi),Drivers_demand_engine_%_torque(%),EGR_Commanded(%),EGR _Error(%),Engine_kW_(At_the_wheels)(kW),Engine_Load(%),Engine_Load(Absolute)(%),Engine_reference_torque(Nm),Engine_RPM(rpm),Ethanol_Fuel_%(%),Evap_System_Vapour_Pressure(Pa),Exhaust_Pressure_Bank_1(psi),Fuel_cost_(trip)(cost),Fuel_flow_rate/hour(l/hr),Fuel_flow_rate/minute(cc/min),Fuel_Level_(From_Engine_ECU)(%),Fuel_pressure(psi),Fuel_Rail_Pressure(psi),Fuel_Rail_Pressure_(relative_to_manifold_vacuum)(psi),Fuel_Rate_(direct_from_ECU)(L/m),Fuel_Remaining_(Calculated_from_vehicle_profile)(%),Fuel_Trim_Bank_1_Long_Term(%),Fuel_Trim_Bank_1_Short_Term(%),Fuel_used_(trip)(l),GPS_Accuracy(m),GPS_Altitude(m),GPS_Bearing,GPS_Latitude,GPS_Longitude,GPS_vs_OBD_Speed_Difference(km/h),Horsepower_(At_The_Wheels)(hp),Hybrid_Battery_Charge_(%),Intake_Manifold_Pressure(psi),Kilometers_Per_Litre(Instant)(kpl),Kilometers_Per_Litre(Long_Term_Average)(kpl),Litres_Per_100_Kilometer(Instant)(l/100km),Litres_Per_100_Kilometer(Long_Term_Average)(l/100km),Mass_Air_Flow_Rate(g/s),Miles_Per_Gallon(Instant)(mpg),Miles_Per_Gallon(Long_Term_Average)(mpg),Percentage_of_City_driving(%),Percentage_of_Highway_driving(%),Percentage_of_Idle_driving(%),Relative_Accelerator_Pedal_Position(%),Relative_Throttle_Position(%),Run_Time_Since_Engine_Start(s),Speed_(GPS)(km/h),Speed_(OBD)(km/h),Throttle_Position(Manifold)(%),Torque(Nm),Trip_Average_KPL(kpl),Trip_Average_Litres/100_KM(l/100km),Trip_Average_MPG(mpg),Trip_Distance(km),Trip_Distance_(Stored_In_Vehicle_Profile)(km),Trip_Time(Since_Journey_Start)(s),Trip_Time(Whilst_Moving)(s),Trip_Time(Whilst_Stationary)(s),Turbo_Boost_And_Vacuum_Gauge(psi),Voltage(Control_Module)(V),Voltage(OBD_Adapter)(V),Volumetric_Efficiency(Calculated)(%),id,scenario,driver,vehicle,hour,heremaps_speed,heremaps_speeduncapped,heremaps_freeflow,heremaps_jamfactor
Thu Mar 10 16:42:08 GMT-03:00 2022,"44630,6959206134",-43.23968,-19.647058333333334,0.4699413776397705,2.0,795.5,174.64999389648438,1.75699997,-3.50200009,8.7840004,-0.00055182,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.16,-0.31999999,0.82999998,-,-,-,-,-,-,52,-,-,-,∞,4.60282373,430.52264404,-,700.84210205,-,0,-,-,-,-,0.05472375,-,-,-,815.25,-,-,-,0.20089453,1.56114352,26.01905823,-,-,-,-,-,39.95766068,-17.96875,-9375,0.0275198,2,795.5,174.6499939,-19.64705849,-43.23968124,1,0.07338576,-,5.65647178,0,26.91931915,-,3.71472692,-,0,76.04327393,31.65987015,0,68.34013367,-,-,-,1.69178891,1,-0.39215687,0.64098388,26.91931915,3.71472692,76.04327393,0.07024146,80000.0703125,63.79000092,32.47399902,31.52599907,-9.04352856,-,14.10000038,-,4,7,1,1,16:42:07,,,,
Thu Mar 10 16:42:09 GMT-03:00 2022,"44630,6959321875",-43.239673333333336,-19.64706,0.6120046973228455,2.200000047683716,795.4,127.02999877929688,1.72300005,-3.2980001,9.06900024,0.01825255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.20999999,-0.31,0.80000001,-,-,-,-,-,-,52,-,-,-,∞,4.75504351,430.52264404,-,699.14892578,-,0,-,-,-,-,1.59093797,-,-,-,6207.75,-,-,-,0.20753832,1.63901222,27.31686974,-,-,-,-,-,39.95626068,-17.96875,-9375,0.02842991,2.20000005,795.40002441,127.02999878,-19.64706039,-43.23967361,3.79678321,2.13348293,-,6.091585,0.61011297,25.66650009,163.90066528,3.89604831,-,1.72348297,72.50423431,31.38090134,0,68.61910248,-,-,-,2.20321679,6,-0.39215687,2.44726539,25.66650009,3.89604831,72.50423431,0.07190882,80000.0703125,65.05999756,33.74399948,31.52599907,-8.60841465,-,14.10000038,-,4,7,1,1,16:42:08,,,,
Thu Mar 10 16:42:10 GMT-03:00 2022,"44630,6959437616",-43.23966166666667,-19.647071666666665,0.0,2.299999952316284,795.4,127.02999877929688,2.26699996,-3.29099989,8.59899998,-0.01441145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.23999999,-0.33000001,0.79000002,-,-,-,-,-,-,52,-,-,-,∞,4.75504351,430.52264404,-,699.14892578,-,0,-,-,-,-,1.59093797,-,-,-,6207.75,-,-,-,0.20753832,1.63901222,27.31686974,-,-,-,-,-,39.95626068,-17.96875,-7.8125,0.02842991,2.29999995,795.40002441,127.02999878,-19.64707184,-43.23966217,3.79678321,2.13348293,-,6.091585,0.61011297,25.66650009,163.90066528,3.89604831,-,1.72348297,72.50423431,32.20972824,0,67.79027557,-,-,-,0,6,5.49019623,2.44726539,25.66650009,3.89604831,72.50423431,0.07190882,80000.0703125,65.85800171,34.54199982,31.52599907,-8.60841465,-,14.10000038,-,4,7,1,1,16:42:09,,,,
Thu Mar 10 16:42:11 GMT-03:00 2022,"44630,6959553356",-43.23964333333333,-19.647078333333333,0.9146614074707031,2.4000000953674316,795.4,126.29000091552734,1.45000005,-4.8210001,8.35299969,0.01316935,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,0.15000001,-0.47999999,0.79000002,-,-,-,-,-,-,52,-,-,-,35.71600723,5.47294044,430.52264404,-,666.48059082,-,0,-,-,-,-,2.231915,-,-,-,856.75,-,-,-,0.24454182,9.21166229,153.52770996,-,-,-,-,-,39.94846344,-17.96875,-7.8125,0.03349888,2.4000001,795.40002441,126.29000092,-19.64707756,-43.2396431,6.70721912,2.99304748,-,4.49616988,0.65133691,24.52944565,153.5271759,4.07664824,-,1.83993483,69.29222107,33.35664368,0,66.64335632,-,-,-,3.29278088,10,5.49019623,24.87628857,24.52944565,4.07664824,69.29222107,0.07620882,80000.078125,66.99500275,35.67900085,31.52599907,-10.20382977,-,14.10000038,-,4,7,1,1,16:42:10,,,,
Thu Mar 10 16:42:12 GMT-03:00 2022,"44630,6959669097",-43.23961166666666,-19.647083333333335,1.1087117195129395,2.5,795.4,114.45999908447266,2.53500009,-4.83599997,8.06799984,0.01206398,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.20999999,-0.47999999,0.74000001,-,-,-,-,-,-,52,-,-,-,35.71600723,5.47294044,430.52264404,-,666.48059082,-,0,-,-,-,-,2.231915,-,-,-,856.75,-,-,-,0.24454182,9.21166229,153.52770996,-,-,-,-,-,39.94846344,-17.96875,0,0.03349888,2.5,795.40002441,114.45999908,-19.64708328,-43.23961258,6.70721912,2.99304748,-,4.49616988,0.65133691,24.52944565,153.5271759,4.07664824,-,1.83993483,69.29222107,34.14257431,0,65.85742188,-,-,-,3.99136209,10,3.92156863,24.87628857,24.52944565,4.07664824,69.29222107,0.07620882,80000.078125,67.79699707,36.48099899,31.52599907,-10.20382977,-,14.10000038,-,4,7,1,1,16:42:11,,,,
Thu Mar 10 16:42:13 GMT-03:00 2022,"44630,6959784838",-43.239573333333325,-19.64709,1.3532047271728516,2.5999999046325684,795.4,106.13999938964844,2.23600006,-3.93000007,7.81099987,-0.06098831,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.25999999,-0.46000001,0.72000003,-,-,-,-,-,-,52,-,-,-,1.82144892,5.26690865,430.52264404,-,636.93841553,-,0,-,-,-,-,2.05610681,-,-,-,853.5,-,-,-,0.24940854,1.18930769,19.82179451,-,-,-,-,-,39.94743729,-17.96875,0,0.03416555,2.5999999,795.40002441,106.13999939,-19.64709091,-43.23957443,8.12846279,2.75728464,-,4.2060944,8.4081068,23.82851791,11.89303589,4.19656467,-,23.75171471,67.31220245,35.32843399,0,64.67156982,-,-,-,4.87153673,13,3.92156863,23.00404292,23.82851791,4.19656467,67.31220245,0.07843535,80000.078125,69.04399872,37.72800064,31.52599907,-10.49390602,-,14.10000038,-,4,7,1,1,16:42:12,,,,
Thu Mar 10 16:42:14 GMT-03:00 2022,"44630,6959900579",-43.239538333333336,-19.647103333333334,1.6877741813659668,2.5999999046325684,795.3,112.33999633789062,2.2650001,-4.75899982,7546,-0.04273605,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.25,-0.47999999,0.72000003,-,-,-,-,-,-,52,-,-,-,1.82144892,5.26690865,430.52264404,-,636.93841553,-,0,-,-,-,-,2.05610681,-,-,-,853.5,-,-,-,0.24940854,1.18930769,19.82179451,-,-,-,-,-,39.94743729,-17.96875,-0.78125,0.03416555,2.5999999,795.29998779,112.33999634,-19.64710426,-43.2395401,8.12846279,2.75728464,-,4.2060944,8.4081068,23.82851791,11.89303589,4.19656467,-,23.75171471,67.31220245,36.07427979,0,63.92572021,-,-,-,6.07598686,13,3.92156863,23.00404292,23.82851791,4.19656467,67.31220245,0.07843535,80000.078125,69.85199738,38.5359993,31.52599907,-10.49390602,-,14,-,4,7,1,1,16:42:13,,,,
Thu Mar 10 16:42:15 GMT-03:00 2022,"44630,6960016204",-43.239495000000005,-19.647113333333333,0.0,2.700000047683716,795.1,112.33999633789062,2.51399994,-4.92399979,8.47200012,0.05022937,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.04,0.2,-0.46000001,0.69999999,-,-,-,-,-,-,52,-,-,-,3.35667825,5.21268368,430.52264404,-,618.72277832,-,0,-,-,-,-,7.63425398,-,-,-,868.75,-,-,-,0.25405249,1.14394104,19.06568527,-,-,-,-,-,39.94646072,-17.96875,-0.78125,0.03480171,2.70000005,795.09997559,112.33999634,-19.6471138,-43.23949432,20,10.23770332,-,4.06105666,11.36402416,23.30916405,8.79951668,4.29006863,-,32.10176468,65.8451004,37.12781525,0,62.87218475,-,-,-,0,20,3.92156863,83.91387883,23.30916405,4.29006863,65.8451004,0.08751493,80000.0859375,71.02600098,39.70999908,31.52599907,-10.63894367,-,14,-,4,7,1,1,16:42:14,,,,
Thu Mar 10 16:42:16 GMT-03:00 2022,"44630,696013206",-43.239450000000005,-19.647131666666667,2.5154476165771484,2.799999952316284,794.9,113.47000122070312,2.09899998,-4.24900007,7.71600008,-0.05794299,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.04,0.27000001,-0.43000001,0.69999999,-,-,-,-,-,-,52,-,-,-,3.35667825,5.21268368,430.52264404,-,618.72277832,-,0,-,-,-,-,7.63425398,-,-,-,868.75,-,-,-,0.25405249,1.14394104,19.06568527,-,-,-,-,-,39.94646072,-17.96875,-7.8125,0.03480171,2.79999995,794.90002441,113.47000122,-19.64713097,-43.23944855,20,10.23770332,-,4.06105666,11.36402416,23.30916405,8.79951668,4.29006863,-,32.10176468,65.8451004,37.82432938,0,62.17567062,-,-,-,9.05561161,20,3.92156863,83.91387883,23.30916405,4.29006863,65.8451004,0.08751493,80000.0859375,71.8239975,40.50799942,31.52599907,-10.63894367,-,13.89999962,-,4,7,1,1,16:42:15,,,,
Thu Mar 10 16:42:17 GMT-03:00 2022,"44630,6960247917",-43.239394999999995,-19.647158333333334,3.0955393314361572,2.9000000953674316,794.6,118.27999877929688,2.73600006,-5.06099987,7.89799976,0.01505244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.23,-0.52999997,0.69999999,-,-,-,-,-,-,52,-,-,-,0.87426883,4.76257753,295.00546265,159.48829651,605.22167969,-,0,-,-,-,-,6.66819096,-,-,-,854.25,-,-,-,0.25898492,1.20596564,20.09942627,-,-,-,-,-,39.94541931,-17.96875,-7.8125,0.03547738,2.9000001,794.59997559,118.27999878,-19.64715767,-43.23939514,13.85605907,8.94219112,-,4.2060944,16.58393288,23.04015541,6.02980709,4.34015799,-,46.84726715,65.08518219,38.86484909,0,61.13515091,-,-,-,11.14394093,25,3.92156863,74.53925502,23.04015541,4.34015799,65.08518219,0.09818993,80000.1015625,73.05000305,41.73400116,31.52599907,-10.49390602,-,13.89999962,-,4,7,1,1,16:42:16,,,,
Thu Mar 10 16:42:18 GMT-03:00 2022,"44630,6960363542",-43.239335,-19.647186666666666,3.7384274005889893,3.0,794.3,117.12999725341797,2.78699994,-6.37599993,7.00400019,0.02542526,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.28,-0.70999998,0.69,-,-,-,-,-,-,52,-,-,-,0.87426883,4.76257753,295.00546265,159.48829651,605.22167969,-,0,-,-,-,-,6.66819096,-,-,-,854.25,-,-,-,0.25898492,1.20596564,20.09942627,-,-,-,-,-,39.94541931,-17.96875,-11.71875,0.03547738,3,794.29998779,117.12999725,-19.64718628,-43.23933411,13.85605907,8.94219112,-,4.2060944,16.58393288,23.04015541,6.02980709,4.34015799,-,46.84726715,65.08518219,39.4966507,0,60.5033493,-,-,-,13.45833874,25,4.31372547,74.53925502,23.04015541,4.34015799,65.08518219,0.11170058,80000.109375,73.81500244,42.49900055,31.52599907,-10.49390602,-,14.19999981,-,4,7,1,1,16:42:17,,,,
Thu Mar 10 16:42:19 GMT-03:00 2022,"44630,6960479398",-43.239268333333335,-19.647215000000003,4.287121295928955,3.0,794.1,116.05000305175781,3.26999998,-5.48199987,7.41099977,0.01604474,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.05,0.33000001,-0.50999999,0.61000001,-,-,-,-,-,-,52,-,-,-,0.69863099,3.798141,237.04858398,121.13481903,598.222229,-,0,-,-,-,-,6.66819096,-,-,-,852,-,-,-,0.26361904,1.14494634,19.08243752,-,-,-,-,-,39.94444275,-17.96875,-11.71875,0.0361122,3,794.09997559,116.05000305,-19.64721489,-43.23926926,6.56636381,8.94219112,-,4.06105666,21.83470535,22.99379158,4.57976961,4.34890938,-,61.67995834,64.954216,40.49188232,0,59.50811768,-,-,-,15.43363667,22,4.31372547,74.53925502,22.99379158,4.34890938,64.954216,0.11170058,80000.109375,75.0530014,43.73699951,31.52599907,-10.63894367,-,14.19999981,-,4,7,1,1,16:42:18,,,,
Thu Mar 10 16:42:20 GMT-03:00 2022,"44630,6960595023",-43.23920833333333,-19.647238333333334,4.765812873840332,3.0,793.8,114.61000061035156,3.9000001,-4.99100018,8.10400009,0.02667671,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.47,-0.47,0.62,-,-,-,-,-,-,52,-,-,-,0.69863099,3.798141,237.04858398,121.13481903,598.222229,-,0,-,-,-,-,6.66819096,-,-,-,852,-,-,-,0.26361904,1.14494634,19.08243752,-,-,-,-,-,39.94444275,-17.96875,-3.90625,0.0361122,3,793.79998779,114.61000061,-19.64723778,-43.23920822,6.56636381,8.94219112,-,4.06105666,21.83470535,22.99379158,4.57976961,4.34890938,-,61.67995834,64.954216,41.12086868,0,58.87913132,-,-,-,17.1569252,22,3.92156863,74.53925502,22.99379158,4.34890938,64.954216,0.12616406,80000125,75.85700226,44.54100037,31.52599907,-10.63894367,-,14.10000038,-,4,7,1,1,16:42:19,,,,
Thu Mar 10 16:42:21 GMT-03:00 2022,"44630,6960710764",-43.239165,-19.64726166666667,5.173472881317139,3.0,793.0,122.19000244140625,2.03200006,-5.54500008,8.69299984,0.09027904,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.12,0.06,-0.34999999,0.69,-,-,-,-,-,-,52,-,-,-,0.64782602,3.41997075,210.88328552,132.3874054,597.00427246,-,0,-,-,-,-,-,-,-,-,862.5,-,-,-,0.26810712,1.10114741,18.35245705,-,-,-,-,-,39.9434967,-17.96875,-3.90625,0.036727,3,793,122.19000244,-19.64726257,-43.23916626,0.62450188,-,-,3.91601893,19.97881317,22.88212585,5.00519848,4.37013245,-,56.43732452,64.63877106,42.0518074,0,57.9481926,-,-,-,18.62450218,18,3.92156863,-,22.88212585,4.37013245,64.63877106,0.12616406,80000125,77.07900238,45.76300049,31.52599907,-10.78398132,-,14.10000038,-,4,7,1,1,16:42:20,,,,
Thu Mar 10 16:42:22 GMT-03:00 2022,"44630,6960826389",-43.23911499999999,-19.647286666666666,5.483335971832275,3.0,792.8,127.80000305175781,1.66600001,-5.2329998,8.50800037,0.05126256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.06,0.2,-0.58999997,0.75999999,-,-,-,-,-,-,52,-,-,-,0.64782602,3.41997075,210.88328552,132.3874054,597.00427246,-,0,-,-,-,-,-,-,-,-,862.5,-,-,-,0.26810712,1.10114741,18.35245705,-,-,-,-,-,39.9434967,-17.96875,3125,0.036727,3,792.79998779,127.80000305,-19.64728737,-43.23911667,0.62450188,-,-,3.91601893,19.97881317,22.88212585,5.00519848,4.37013245,-,56.43732452,64.63877106,42.65942764,0,57.34057236,-,-,-,19.74000931,18,3.52941179,-,22.88212585,4.37013245,64.63877106,0.12616406,80000125,77.89800262,46.58200073,31.52599907,-10.78398132,-,14.19999981,-,4,7,1,1,16:42:21,,,,
Thu Mar 10 16:42:23 GMT-03:00 2022,"44630,6960942245",-43.239066666666666,-19.647308333333335,5.726284503936768,2.9000000953674316,791.8,121.93000030517578,3.44799995,-5.46799994,7.30100012,0.01303965,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.07,0.28,-0.47999999,0.63,-,-,-,-,-,-,52,-,-,-,0.7376411,3.06862283,200.253479,157.73422241,594.09118652,-,0,-,-,-,-,6.19593,-,-,-,860.75,-,-,-,0.27251491,1.07343209,17.89053345,-,-,-,-,-,39.94256973,-17.96875,3125,0.03733081,2.9000001,791.79998779,121.93000031,-19.64730835,-43.23906708,2.38537621,8.3088789,-,3.77098119,16.76835251,22.6637764,5.96349096,4.41223526,-,47.36822891,64.02197266,43.51636887,0,56.48363113,-,-,-,20.61462402,23,3.52941179,68.73714717,22.6637764,4.41223526,64.02197266,0.14292115,80000.140625,79.08300018,47.76699829,31.52599907,-10.92901897,-,14.19999981,-,4,7,1,1,16:42:22,,,,
Thu Mar 10 16:42:24 GMT-03:00 2022,"44630,6961058102",-43.23901833333333,-19.647333333333332,5.945041656494141,3.0,790.7,121.77999877929688,3.17000008,-4.9749999,7.68200016,0.00632852,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.33000001,-0.5,0.66000003,-,-,-,-,-,-,52,-,-,-,0.7376411,3.06862283,200.253479,157.73422241,594.09118652,-,0,-,-,-,-,6.19593,-,-,-,860.75,-,-,-,0.27251491,1.07343209,17.89053345,-,-,-,-,-,39.94256973,-17.96875,-7.03125,0.03733081,3,790.70001221,121.77999878,-19.64733315,-43.23901749,2.38537621,8.3088789,-,3.77098119,16.76835251,22.6637764,5.96349096,4.41223526,-,47.36822891,64.02197266,44.06030273,0,55.93969727,-,-,-,21.4021492,23,3.52941179,68.73714717,22.6637764,4.41223526,64.02197266,0.14292115,80000.140625,79.85399628,48.5379982,31.52599907,-10.92901897,-,14,-,4,7,1,1,16:42:23,,,,
Thu Mar 10 16:42:25 GMT-03:00 2022,"44630,6961173727",-43.23896,-19.647361666666665,6.12982702255249,3.0,790.1,123.0,1.55599999,-6.5170002,8.11999989,0.09213263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.12,0.22,-0.57999998,0.82999998,-,-,-,-,-,-,52,-,-,-,1.62332809,2.863204,187.41018677,123.19371033,588.40893555,-,0,-,-,-,-,6.19593,-,-,-,854.25,-,-,-,0.27677688,1.07125401,17.8542347,-,-,-,-,-,39.94166946,-17.96875,-7.03125,0.03791464,3,790.09997559,123,-19.64736176,-43.23896027,0.93262333,8.3088789,-,3.77098119,21.46979141,22.62260437,4.65761042,4.42026567,-,60.64912415,63.90566254,44.88567734,0,55.11432266,-,-,-,22.06737709,23,3.52941179,68.73714717,22.62260437,4.42026567,63.90566254,0.15557051,80000.15625,81.0530014,49.73699951,31.52599907,-10.92901897,-,14,-,4,7,1,1,16:42:24,,,,
Thu Mar 10 16:42:26 GMT-03:00 2022,"44630,6961289468",-43.238906666666665,-19.647393333333333,6.252845764160156,3.0,789.7,126.12999725341797,2.95900011,-6.25400019,7.76399994,0.07908338,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.06,0.30000001,-0.63,0.69,-,-,-,-,-,-,52,-,-,-,1.62332809,2.863204,187.41018677,123.19371033,588.40893555,-,0,-,-,-,-,6.19593,-,-,-,854.25,-,-,-,0.27677688,1.07125401,17.8542347,-,-,-,-,-,39.94166946,-17.96875,-14.0625,0.03791464,3,789.70001221,126.12999725,-19.64739418,-43.23890686,0.93262333,8.3088789,-,3.77098119,21.46979141,22.62260437,4.65761042,4.42026567,-,60.64912415,63.90566254,45.39236069,0,54.60763931,-,-,-,22.51024437,23,3.92156863,68.73714717,22.62260437,4.42026567,63.90566254,0.15557051,80000.15625,81.80699921,50.49100113,31.52599907,-10.92901897,-,14.10000038,-,4,7,1,1,16:42:25,,,,
Thu Mar 10 16:42:27 GMT-03:00 2022,"44630,6961405208",-43.238853333333324,-19.647426666666668,6.22762393951416,3.0,789.2,127.47000122070312,2.91799998,-5.91599989,7.25600004,0.01862174,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,0.36000001,-0.63,0.63,-,-,-,-,-,-,52,-,-,-,1.58713222,2.68037462,178.77528381,126.9658432,587.32617188,-,0,-,-,-,-,-,-,-,-,820,-,-,-,0.28125671,1.1040554,18.40092278,-,-,-,-,-,39.94072723,-17.96875,-14.0625,0.03852831,3,789.20001221,127.47000122,-19.64742661,-43.23885345,4.41944551,-,-,3.91601893,20.83192635,22.5629158,4.8002243,4.43195915,-,58.84725189,63.7370491,46.22311783,0,53.77688217,-,-,-,22.41944504,18,3.92156863,-,22.5629158,4.43195915,63.7370491,0.16887179,80000.171875,83.0739975,51.75799942,31.52599907,-10.78398132,-,14.10000038,-,4,7,1,1,16:42:26,,,,
Thu Mar 10 16:42:28 GMT-03:00 2022,"44630,6961520949",-43.238805,-19.647454999999997,6.078869342803955,3.0,788.8,130.61000061035156,3.25399995,-5.42700005,8.2329998,0.07749039,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,0.34,-0.56999999,0.69,-,-,-,-,-,-,52,-,-,-,1.58713222,2.68037462,178.77528381,126.9658432,587.32617188,-,0,-,-,-,-,-,-,-,-,820,-,-,-,0.28125671,1.1040554,18.40092278,-,-,-,-,-,39.94072723,-17.96875,-4.6875,0.03852831,3,788.79998779,130.61000061,-19.64745522,-43.23880386,4.41944551,-,-,3.91601893,20.83192635,22.5629158,4.8002243,4.43195915,-,58.84725189,63.7370491,46.73984146,0,53.26015854,-,-,-,21.8839283,18,3.52941179,-,22.5629158,4.43195915,63.7370491,0.16887179,80000.171875,83.88200378,52.56600189,31.52599907,-10.78398132,-,13.89999962,-,4,7,1,1,16:42:27,,,,
Thu Mar 10 16:42:29 GMT-03:00 2022,"44630,6961636574",-43.23876666666667,-19.647483333333334,5.85908317565918,3.0,788.4,129.50999450683594,4.02099991,-4.91200018,7.28900003,0.00429022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.40000001,-0.5,0.63999999,-,-,-,-,-,-,52,-,-,-,1.62423897,2.72019243,175.17359924,149.96182251,585.76361084,-,0,-,-,-,-,-,-,-,-,835.5,-,-,-,0.28543487,1.02053833,17.00897217,-,-,-,-,-,39.93984604,-17.96875,-4.6875,0.03910067,3,788.40002441,129.50999451,-19.64748383,-43.23876572,11.09269905,-,-,3.77098119,17.63744354,22.40402985,5.66963768,4.46338987,-,49.82328796,63.28821945,47.49226379,0,52.50773621,-,-,-,21.09269905,10,3.52941179,-,22.40402985,4.46338987,63.28821945,0.16887179,80000.171875,85.08699799,53.77099991,31.52599907,-10.92901897,-,13.89999962,-,4,7,1,1,16:42:28,,,,
Thu Mar 10 16:42:30 GMT-03:00 2022,"44630,6961752431",-43.238745,-19.647496666666665,5.500836372375488,3.0,788.0,125.4000015258789,2.73900008,-4.25600004,8.36900043,0.01598054,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.28,-0.44999999,0.73000002,-,-,-,-,-,-,52,-,-,-,1.62423897,2.72019243,175.17359924,149.96182251,585.76361084,-,0,-,-,-,-,-,-,-,-,835.5,-,-,-,0.28543487,1.02053833,17.00897217,-,-,-,-,-,39.93984604,-17.96875,2.34375,0.03910067,3,788,125.40000153,-19.64749718,-43.23874664,11.09269905,-,-,3.77098119,17.63744354,22.40402985,5.66963768,4.46338987,-,49.82328796,63.28821945,47.9874115,0,52.0125885,-,-,-,19.80301094,10,3.52941179,-,22.40402985,4.46338987,63.28821945,0.1826245,80000.1796875,85.89900208,54.58300018,31.52599907,-10.92901897,-,14.10000038,-,4,7,1,1,16:42:29,,,,
Thu Mar 10 16:42:31 GMT-03:00 2022,"44630,6961868171",-43.23872166666667,-19.647503333333336,5.125089168548584,3.0,787.6,115.05000305175781,2.38700008,-3.6960001,8.75500011,0.01781523,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.23999999,-0.37,0.77999997,-,-,-,-,-,-,52,-,-,-,0.84235764,2.55143619,175.17359924,-,581.62609863,-,0,-,-,-,-,-,-,-,-,809.25,-,-,-,0.28953031,0.99983555,16.66392517,-,-,-,-,-,39.93898392,-17.96875,2.34375,0.03966168,3,787.59997559,115.05000305,-19.6475029,-43.23871994,16.4503212,-,-,3.62594345,10.00147152,22.01644897,9.99832058,4.54196405,-,28.25274277,62.19335938,48.44916916,0,51.55083084,-,-,-,18.4503212,2,3.52941179,-,22.01644897,4.54196405,62.19335938,0.1826245,80000.1796875,87.09899902,55.78300095,31.52599907,-11.07405663,-,14.10000038,-,4,7,1,1,16:42:30,,,,
